,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
periodic,15.012699226018606,13.287921386430977,1.4387596876592077,2.165682268158885,2.0318629627775016,8.08825252417358,4.698521732334542,0.7706228751805468,1.0429630450873453,1.0413620207758667
