,10,20,30,40,50,60
arima,0.0813219487108424,0.0813219487108424,0.0813219487108424,0.0813219487108424,0.0813219487108424,0.0813219487108424
lstm,0.1790432132327456,0.1080712168218818,0.1130242188526913,0.2033362436066574,0.1799746209516653,0.1986746480441741
mlp,0.0383168767430711,0.0369304242370206,0.0465840966278779,0.0435213264530139,0.0504041232242035,0.0427907225806854
rf,0.0448611642597005,0.0473835349190251,0.0426235652388155,0.0434207759104185,0.0457799091031572,0.0471719630989862
svr,0.10079636504935,0.1082036582162674,0.1079831973197381,0.1113585593714195,0.1115194765851421,0.1103154756275132
xgboost,0.2538840702538724,0.2558100226932503,0.2553280352412949,0.2553306608999564,0.255331660221024,0.255331660221024
