Workload,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
microservice2,27.91010661586193,28.03979872846927,31.55749868650688,27.91626607572087,27.91626607572087,44.32838515269177,41.82593700597486,35.25231802298725,44.31316912019543,55.28214371635767
