,static_mean_homogeneous_all_pool,static_median_homogeneous_all_pool,dynamic_homogeneous_all_pool,dynamic_weighting_homogeneous_all_pool,dynamic_weighting_with_selection_homogeneous_all_pool,static_mean_heterogeneous_all_pool,static_median_heterogeneous_all_pool,dynamic_heterogeneous_all_pool,dynamic_weighting_heterogeneous_all_pool,dynamic_weighting_with_selection_heterogeneous_all_pool
random,0.0316463660470557,0.0316207144209649,0.0342160021872066,0.0320639171943787,0.0322874730398005,0.0545765750879087,0.037077952863079,0.0323089702039675,0.0321006119487257,0.0320933365690389
