,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,2.089594146019004,2.090208676217916,2.1075102425179635,2.0891148857742885,2.0891148857742885,2.404499433521528,2.2341448310516774,2.2832926968541285,2.2691367864221856,2.275342025164133
