,10,20,30,40,50,60
arima,0.0239987930341555,0.0239987930341555,0.0239987930341555,0.0239987930341555,0.0239987930341555,0.0239987930341555
lstm,0.006595399308651,0.0047295790412689,0.0055275838813623,0.0039579205358809,0.0042080640278759,0.0039288403213385
mlp,0.0012667579652429,0.0015087186075226,0.00176711913265,0.0018390841264842,0.0015958815701793,0.0026404118915899
rf,0.001283614725208,0.0013334627772599,0.0013997026668043,0.0013827511010901,0.0013956775006333,0.0014587111760288
svr,0.0007759994912126,0.0010256869379166,0.0009180917782577,0.0010109259467679,0.000997305351738,0.0011822970955843
xgboost,0.0018350808607153,0.0018538534264953,0.0015801683260187,0.0017310379252951,0.0018509892917103,0.0017862648191644
