,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.0006444110595677,0.0006525212825941,0.0013022883459712,0.0004864819854595,0.0005082305637602,0.0354661970826749,0.0367799396865484,0.0316760351462497,0.0309104956697039,0.030105457401468
