,10,20,30,40,50,60
arima,0.1481591820737031,0.1481591820737031,0.1481591820737031,0.1481591820737031,0.1481591820737031,0.1481591820737031
lstm,0.1314636430860613,0.1214242895950076,0.1233679870722239,0.1338268143987576,0.122016483506741,0.1239867753290022
mlp,0.0473015484377025,0.0467800049401665,0.0478320756351477,0.0428361402338249,0.0472240311738463,0.0426880203384381
rf,0.0522858805128466,0.0516217626052692,0.0515247590538346,0.0529021474720059,0.0525998780285606,0.0494421385694771
svr,0.0494216644385632,0.0494216644385632,0.0493874253021109,0.0493874253021109,0.0493874253021109,0.0514401302338786
xgboost,0.0504486723255225,0.0517232560943037,0.0508622415260855,0.0503786917010585,0.0512742499641016,0.0538996891862144
