,10,20,30,40,50,60
arima,0.0442410295005694,0.0442410295005694,0.0442410295005694,0.0442410295005694,0.0442410295005694,0.0442410295005694
lstm,0.0858563141159425,0.1386391696734098,0.074318968187523,0.1060920838429655,0.1035793453956678,0.1491715248916325
mlp,0.0293963276623995,0.0346893264174395,0.0490783774130739,0.0360487326119349,0.0464845237237204,0.0546875928033985
rf,0.0967890579430773,0.097756980406348,0.1139038938168824,0.1713402547577606,0.1690986419848879,0.161997633221033
svr,0.0305115156803667,0.0438780936412409,0.0644342315156434,0.0629818760543551,0.047406565363405,0.0682508522102742
xgboost,0.1429052732336841,0.2161563445350577,0.2941651798236691,0.3402146123704725,0.3489286170442136,0.3337964131202801
