,static_mean_homogeneous_all_pool,static_median_homogeneous_all_pool,dynamic_homogeneous_all_pool,dynamic_weighting_homogeneous_all_pool,dynamic_weighting_with_selection_homogeneous_all_pool,static_mean_heterogeneous_all_pool,static_median_heterogeneous_all_pool,dynamic_heterogeneous_all_pool,dynamic_weighting_heterogeneous_all_pool,dynamic_weighting_with_selection_heterogeneous_all_pool
periodic,0.0086979622205287,0.0087165810851721,0.0093313187745838,0.0087351643466104,0.0087527526473447,0.1207952989503619,0.0796618650659691,0.0086803507227011,0.0086257890557231,0.0086180804264469
