,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,0.0331464723349573,0.0336290548363237,0.0337440059090657,0.0330712609885445,0.0330712609885445,0.0907534564614392,0.0707657155915554,0.0339102399230125,0.0642664496479811,0.0642563669647422
