,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,0.049244918626022,0.0499618798691365,0.0501326599197539,0.0532961125431614,0.0532961125431614,0.1349418999648675,0.105221999102099,0.0504213545345251,0.1275442017100495,0.127498067087013
