,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,0.2890269111044505,0.2828645924845216,0.0605547889327984,0.1039369482796436,0.1039130360726318,0.1477102151220228,0.118962257014224,0.2131932000690344,36.15499807186547,36.15157141428648
