,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.0196628601380372,0.0167502298464427,0.0170540476340774,0.0191771683344403,0.0186073804268838,0.1703602349725644,0.1880907480185415,0.2561958188967612,0.2481563309402494,0.2482438079180099
