Workload,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,10059.917501596352,8817.613609407605,9759.593180143582,6.6461975840402125,6.519296957894517,67313.41707259385,81464.39911885734,95034.75489981048,31.354285641752504,31.36054443687698
increasing,2.219444138418836,2.213999072634997,2.2644773004682084,2.2456623029191247,2.249385280208383,6.103608589637736,3.4342503582254027,2.226285940714741,2.283318556941369,2.2777745735089763
periodic,519.7352380240437,463.87847133861976,422.6773106672693,3.9539944375535776,3.9614382540503374,28593.33742113338,22379.147503236145,438.0770079262539,3.8494728155553695,3.851460258284096
random,4.363603499896792,4.352044457194439,4.758455485239973,4.390130893790754,4.433604699634356,8.362748651013103,5.340494678611439,4.489488463738281,4.395080025084348,4.372830898919428
