,10,20,30,40,50,60
arima,0.0963291305251325,0.0963291305251325,0.0963291305251325,0.0963291305251325,0.0963291305251325,0.0963291305251325
lstm,0.1164930608419022,0.0966303028440347,0.1050367713354858,0.103441869431971,0.0969036177421246,0.111281563701297
mlp,0.1038137226858104,0.1110648699648363,0.1082797562962521,0.1036487359019738,0.1052958737921389,0.1008923024268431
rf,0.1131746612448991,0.1190191711089665,0.1296418009221591,0.1350069080261504,0.1387087936832774,0.1397978751512665
svr,0.104400700256944,0.1041125208973696,0.0998031189012501,0.100656668004985,0.1013751046244825,0.1070332567523763
xgboost,0.1426145975660116,0.1551275342685468,0.1590006319786339,0.1690108298888129,0.1741418815732782,0.1715323443245655
