,10,20,30,40,50,60
arima,0.2412555347459479,0.2412555347459479,0.2412555347459479,0.2412555347459479,0.2412555347459479,0.2412555347459479
lstm,0.044495393471101,0.0917314951140338,0.1435681855057166,0.0990341969923115,0.1665612877755843,0.134870811691597
mlp,0.0483787281112074,0.0419784977315793,0.0420117939813759,0.043800277567265,0.0455177566626817,0.0495007709440832
rf,0.0394812858601549,0.0390856900276716,0.0390649159590192,0.0386254750340805,0.0386820165640094,0.0388831804759732
svr,0.0549428592134063,0.0567367173704921,0.058001477969715,0.0563325875902828,0.0571360242756001,0.0566864030762895
xgboost,0.1870505261862433,0.1870519487150463,0.1870677589692319,0.1870580512832129,0.1870416211010049,0.1870731997499084
