,10,20,30,40,50,60
arima,45.86970605516668,45.86970605516668,45.86970605516668,45.86970605516668,45.86970605516668,45.86970605516668
lstm,31.339586969490192,38.62086738772437,42.06956567390691,52.14330169259191,52.65807393946904,47.061507342467294
mlp,6.509013094418894,25.54679296287895,25.796448489113967,18.058129322213283,33.2094320595091,32.39106304538409
rf,46.751017661310335,46.6316243545234,46.51492991473121,46.54005722089397,46.523811020075854,46.56793821120911
svr,55.54092240793352,55.54840507409882,55.54871245109855,55.5501379218058,55.550039556750775,55.54984879056812
xgboost,41.66616503789467,41.66616503789467,41.66616503789467,41.66616503789467,41.66616503789467,41.66654968041558
