,10,20,30,40,50,60
arima,0.2484088293806911,0.2484088293806911,0.2484088293806911,0.2484088293806911,0.2484088293806911,0.2484088293806911
lstm,0.1253395330083344,0.1722348601494535,0.2017638205996199,0.2919605491683734,0.2967203076693591,0.2443912765047017
mlp,0.0154563374389467,0.044688193667884,0.0461951184917311,0.0242719693902713,0.1364267305179905,0.1302578629951195
rf,0.2583944463425353,0.2572843359386357,0.2561958188967612,0.2564288257561343,0.2562778132144341,0.2566715291896475
svr,0.3446430636984865,0.3447103380383253,0.3447130902023744,0.3447258876750954,0.3447249956936867,0.344723267901478
xgboost,0.1983173947608027,0.1983173947608027,0.1983173947608027,0.1983173947608027,0.1983173947608027,0.1983181844523874
