,10,20,30,40,50,60
arima,15.568608245281082,15.568608245281082,15.568608245281082,15.568608245281082,15.568608245281082,15.568608245281082
lstm,51.47188119910573,25.44933245566333,72.74309402216129,100.31205709957884,20.753251422428367,18.190058741415857
mlp,8.052169850574185,8.842332553042459,8.89150665209705,8.473267861141789,8.555805600415992,8.737284378782395
rf,7.682145432209814,7.536616923919412,7.485333274060846,7.476082749378123,7.515080634243541,7.540143055301662
svr,7.918908316342602,8.179653739230353,8.054260569906408,8.196750272280747,8.221210871384898,8.439246021155272
xgboost,16.49762429390088,16.343361921912663,16.347554202130485,16.397984903521998,16.397008653687976,16.317300651923468
