,10,20,30,40,50,60
arima,0.0954979686255445,0.0954979686255445,0.0954979686255445,0.0954979686255445,0.0954979686255445,0.0954979686255445
lstm,0.3348154954954799,0.1684935812808838,0.4706793349911097,0.6469878570882115,0.1383820860646376,0.1218372877308594
mlp,0.051433029273175,0.0562108987310405,0.056299309265142,0.0552017754901294,0.0548912417292213,0.0560835332142419
rf,0.0501055382450284,0.0491006743397815,0.0488858263260077,0.0487543573175942,0.0490027265895644,0.0490885765568674
svr,0.0521590960430751,0.0538609309297467,0.053254614464915,0.0540806454489731,0.0542555486563409,0.0555199047244361
xgboost,0.1109722422506264,0.1099587325286271,0.1099757476259139,0.1102977528577566,0.110291532987149,0.1097789359848545
