Time,frontend
2020-08-19 20:50:00,120717312
2020-08-19 20:51:00,161099776
2020-08-19 20:52:00,162316288
2020-08-19 20:53:00,162893824
2020-08-19 20:54:00,162947072
2020-08-19 20:55:00,149307392
2020-08-19 20:56:00,149204992
2020-08-19 20:57:00,149499904
2020-08-19 20:58:00,154284032
2020-08-19 20:59:00,195178496
2020-08-19 21:00:00,195481600
2020-08-19 21:01:00,196726784
2020-08-19 21:02:00,196702208
2020-08-19 21:03:00,149540864
2020-08-19 21:04:00,150302720
2020-08-19 21:05:00,150700032
2020-08-19 21:06:00,150863872
2020-08-19 21:07:00,150966272
2020-08-19 21:08:00,151150592
2020-08-19 21:09:00,151191552
2020-08-19 21:10:00,151232512
2020-08-19 21:11:00,151379968
2020-08-19 21:12:00,151035904
2020-08-19 21:13:00,151347200
2020-08-19 21:14:00,151158784
2020-08-19 21:15:00,151289856
2020-08-19 21:16:00,151400448
2020-08-19 21:17:00,151568384
2020-08-19 21:18:00,152944640
2020-08-19 21:19:00,152879104
2020-08-19 21:20:00,152969216
2020-08-19 21:21:00,153030656
2020-08-19 21:22:00,152903680
2020-08-19 21:23:00,152694784
2020-08-19 21:24:00,152571904
2020-08-19 21:25:00,152469504
2020-08-19 21:26:00,151986176
2020-08-19 21:27:00,152141824
2020-08-19 21:28:00,152047616
2020-08-19 21:29:00,152088576
2020-08-19 21:30:00,152166400
2020-08-19 21:31:00,150839296
2020-08-19 21:32:00,150753280
2020-08-19 21:33:00,150777856
2020-08-19 21:34:00,151052288
2020-08-19 21:35:00,150949888
2020-08-19 21:36:00,153714688
2020-08-19 21:37:00,193875968
2020-08-19 21:38:00,195297280
2020-08-19 21:39:00,195366912
2020-08-19 21:40:00,195538944
2020-08-19 21:41:00,148549632
2020-08-19 21:42:00,150896640
2020-08-19 21:43:00,150994944
2020-08-19 21:44:00,151027712
2020-08-19 21:45:00,151011328
2020-08-19 21:46:00,151175168
2020-08-19 21:47:00,151203840
2020-08-19 21:48:00,151121920
2020-08-19 21:49:00,151117824
2020-08-19 21:50:00,151289856
2020-08-19 21:51:00,150978560
2020-08-19 21:52:00,151019520
2020-08-19 21:53:00,151068672
2020-08-19 21:54:00,151756800
2020-08-19 21:55:00,151879680
2020-08-19 21:56:00,192876544
2020-08-19 21:57:00,194240512
2020-08-19 21:58:00,194646016
2020-08-19 21:59:00,196587520
2020-08-19 22:00:00,197771264
2020-08-19 22:01:00,149954560
2020-08-19 22:02:00,192729088
2020-08-19 22:03:00,193626112
2020-08-19 22:04:00,193789952
2020-08-19 22:05:00,194904064
2020-08-19 22:06:00,150351872
2020-08-19 22:07:00,150437888
2020-08-19 22:08:00,192802816
2020-08-19 22:09:00,194641920
2020-08-19 22:10:00,198025216
2020-08-19 22:11:00,198324224
2020-08-19 22:12:00,152252416
2020-08-19 22:13:00,152166400
2020-08-19 22:14:00,152137728
2020-08-19 22:15:00,152297472
2020-08-19 22:16:00,152342528
2020-08-19 22:17:00,152371200
2020-08-19 22:18:00,152416256
2020-08-19 22:19:00,152453120
2020-08-19 22:20:00,152375296
2020-08-19 22:21:00,152563712
2020-08-19 22:22:00,152625152
2020-08-19 22:23:00,152313856
2020-08-19 22:24:00,152317952
2020-08-19 22:25:00,152399872
2020-08-19 22:26:00,152358912
2020-08-19 22:27:00,153907200
2020-08-19 22:28:00,153980928
2020-08-19 22:29:00,153915392
2020-08-19 22:30:00,154107904
2020-08-19 22:31:00,154128384
2020-08-19 22:32:00,154181632
2020-08-19 22:33:00,154329088
2020-08-19 22:34:00,154456064
2020-08-19 22:35:00,153870336
2020-08-19 22:36:00,153886720
2020-08-19 22:37:00,153882624
2020-08-19 22:38:00,153677824
2020-08-19 22:39:00,153743360
2020-08-19 22:40:00,153501696
2020-08-19 22:41:00,153341952
2020-08-19 22:42:00,153350144
2020-08-19 22:43:00,153235456
2020-08-19 22:44:00,153239552
2020-08-19 22:45:00,153309184
2020-08-19 22:46:00,153321472
2020-08-19 22:47:00,153260032
2020-08-19 22:48:00,153423872
2020-08-19 22:49:00,153550848
2020-08-19 22:50:00,153497600
2020-08-19 22:51:00,153538560
2020-08-19 22:52:00,153718784
2020-08-19 22:53:00,153489408
2020-08-19 22:54:00,153370624
2020-08-19 22:55:00,153378816
2020-08-19 22:56:00,153337856
2020-08-19 22:57:00,153337856
2020-08-19 22:58:00,152932352
2020-08-19 22:59:00,153034752
2020-08-19 23:00:00,153133056
2020-08-19 23:01:00,153280512
2020-08-19 23:02:00,153067520
2020-08-19 23:03:00,152551424
2020-08-19 23:04:00,192110592
2020-08-19 23:05:00,194932736
2020-08-19 23:06:00,196530176
2020-08-19 23:07:00,196476928
2020-08-19 23:08:00,197664768
2020-08-19 23:09:00,150147072
2020-08-19 23:10:00,150093824
2020-08-19 23:11:00,150290432
2020-08-19 23:12:00,150290432
2020-08-19 23:13:00,150605824
2020-08-19 23:14:00,150401024
2020-08-19 23:15:00,150691840
2020-08-19 23:16:00,150495232
2020-08-19 23:17:00,150622208
2020-08-19 23:18:00,150822912
2020-08-19 23:19:00,151351296
2020-08-19 23:20:00,151277568
2020-08-19 23:21:00,151379968
2020-08-19 23:22:00,151527424
2020-08-19 23:23:00,151552000
2020-08-19 23:24:00,151621632
