,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
random,0.0651299522115581,0.0651574503470621,0.0669636721957283,0.0793508513566332,0.0794966637103603,0.0942542685260719,0.076084568436595,0.0659021565950627,0.0827251113672666,0.0824999662436588
