,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
random,0.124473210877125,0.1242793045717949,0.1296559221512084,0.1119995715865238,0.1123654606304012,0.5624475392620962,0.2441172502801175,0.1258548171496825,0.1121806663757849,0.1132663175693301
