,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
random,0.0402693949731735,0.0402863968784726,0.0414031712436196,0.040369851757218,0.0404355738142995,0.0582767565198732,0.0470425577433937,0.0407468435550234,0.0404882716278578,0.040688603821992
