,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
random,0.0028333005054746,0.0028315884425756,0.0031056940961995,0.0028711603683604,0.0028872550392943,0.0374446202533477,0.0069427165185244,0.002918053855632,0.0030695684644926,0.0030699106888833
