,static_mean_homogeneous_all_pool,static_median_homogeneous_all_pool,dynamic_homogeneous_all_pool,dynamic_weighting_homogeneous_all_pool,dynamic_weighting_with_selection_homogeneous_all_pool,static_mean_heterogeneous_all_pool,static_median_heterogeneous_all_pool,dynamic_heterogeneous_all_pool,dynamic_weighting_heterogeneous_all_pool,dynamic_weighting_with_selection_heterogeneous_all_pool
decreasing,0.0248151903351043,0.0214714502063771,0.0236470035541332,0.0241482798952327,0.0234133759639171,0.2358155904456036,0.2738777795020999,0.3485974022663693,0.3372666728724931,0.337354177735914
