,10,20,30,40,50,60
arima,0.2242938293140443,0.2242938293140443,0.2242938293140443,0.2242938293140443,0.2242938293140443,0.2242938293140443
lstm,0.059237030225578,0.1275093590258725,0.2032034348442776,0.1465484841030299,0.1696096500554178,0.1510859133662833
mlp,0.0398656515168091,0.0445514091279017,0.0456244122876354,0.0523352866042278,0.0440914202013629,0.050593702917545
rf,0.0216489407191145,0.020789738961259,0.020700006354778,0.0207601766012282,0.0206790551683697,0.0206877117904448
svr,0.0499769833429348,0.0589025016668947,0.0578643141674059,0.0590345055170664,0.0600106510632544,0.0617972861776138
xgboost,0.3103331094620162,0.31031265755568,0.3103242232932747,0.3103162233480725,0.3103132531662307,0.3103550943813972
