,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,7.464838734977723,7.469573515445527,7.598908258702846,7.462946745311131,7.462946745311131,7.453478771680928,7.411477269483345,8.468545157780111,7.659163137116584,7.659163137116584
