,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
periodic,0.0003758184270403,0.0003755962799876,0.0003829755429895,0.0003756902423116,0.0003756902423116,0.3401699307356127,0.0003912428662706,0.0004317090792725,0.0018474025351363,0.0018032824039961
