,10,20,30,40,50,60
arima,0.0129606803271187,0.0129606803271187,0.0129606803271187,0.0129606803271187,0.0129606803271187,0.0129606803271187
lstm,0.0116834860598223,0.0068743168140391,0.0204215927335871,0.3762193286201498,0.0339782176492851,0.0209818303762362
mlp,0.0036914309718951,0.0054775660970127,0.006134156204829,0.0128273523887038,0.0070587939463537,0.0111951612779968
rf,0.0030032510932545,0.003029055145361,0.0030046853601276,0.0029180613081012,0.0029765777563027,0.0029383850775142
svr,0.048552313992375,0.0410914315936913,0.0367642977097464,0.0127210739516316,0.0392703412401291,0.0128586031010641
xgboost,0.2291992939996834,0.2291992939996834,0.2290265949227809,0.2293067189747857,0.2291996331626858,0.2292024129344416
