Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
microservice4,0.0679317693898056,0.0565205947592644,0.0514984087657194,0.0509049332412551,0.0519726006746667,0.0526966815013758,0.0514284438820098,0.0515217787100223,0.0543236560482217,0.0510603148823632,0.051639976595671,0.0497720416557739,0.0494685251189292,0.0497787767628723,0.0567191361963875,0.0567311396676975
