Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,1.2719781717058871,0.0275304855153664,0.0248962120285199,1.3476622449425677,1.1525464372162308,1.1701269746605247,0.0083744420762944,0.0111607485478135,0.0594199278119573,0.011136918836698,0.0129039711824705,1.1647520978181876,1.3531731883806584,1.3969901566488907,0.8906779012186384,0.8879358898902809
increasing,0.9641462525059338,1.034890431871979,1.6941454223474393,2.2754921216293345,1.2067194551633222,1.0241222752642714,2.54316725063306,2.554992199517403,1.8625006779280813,0.7863451919201931,0.8392050600385922,1.230174969517228,1.5352904632168725,2.822173681902606,0.9069194958557178,0.9056286703765428
periodic,1.2288218427385855,0.0203803782779875,0.0049866860537174,0.0038520354869844,0.02766353678673,5.7302352158932965,0.0037934675217246,0.0037708456394079,0.0041040006015888,0.0037437612460818,0.003751018593702,0.5779314181419337,0.0117512051253382,0.003791114366787,0.0038154328916581,0.0038099737329883
random,10.142554250486638,0.0677052191343145,0.0359995100121799,0.0038520354869844,0.0591332014642527,1.242323815333058,0.0291923243231599,0.0292854248472808,0.0331503852040026,0.0290475554983594,0.0292665914176198,0.2650182762834512,0.0450781635575639,0.029569194678317,0.0282543044168374,0.0282415323870019
