Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.0001675032664771,3.585605802337846e-05,4.801242674959325e-06,2.4711395018846644e-05,0.0094954470294427,0.1167824433118202,4.164997982382084e-06,3.796927920000548e-06,4.6678316881246194e-07,6.513784175413503e-07,6.358177889101711e-07,0.0054852370422076,7.686361410873869e-05,2.471380885194296e-05,1.9013336507480148e-05,1.9002048221053312e-05
increasing,0.0105471420752749,0.002127862121273,0.0028220793484288,0.0205579310429622,0.0783117450406125,0.0052980709856854,0.0377841164485723,0.0361901084291118,0.0016585543108108,0.0016997547583971,0.0016993580046556,0.0098685596219557,0.006401048215863,0.0205579310429622,0.0201748929768694,0.0201747575303562
periodic,0.0085872900690319,0.0014784470648394,0.0015841236683992,0.0015003930450162,0.0042129106742389,0.0087499313593282,0.006641800661872,0.005610093356008,0.0015101811262903,0.0016608189828087,0.0015429500348701,0.0028140264068791,0.0021971644578778,0.0015003930450162,0.0014211058750474,0.0014210593339759
random,0.0001679792345417,4.725623165978139e-05,1.3626662620266915e-05,8.515081797837784e-06,0.0001618257224828,0.0524531811819236,8.027591754322956e-06,8.017893108128202e-06,9.64533581916893e-06,8.243561860843684e-06,8.33624166193069e-06,0.0014020995859174,4.820131265659157e-05,8.515038304369002e-06,9.422250558208012e-06,9.424351637719947e-06
