Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.4709123882356901,0.2586521784492567,0.0749204225714172,0.4070042292209631,0.8459651306385262,0.6106339364795488,0.0580517086036887,0.0584158707298111,0.08252529605714,0.058135863493045,0.0582020449054021,0.4306662368487313,0.4385701004841986,0.4070042292209631,3.792059245484744,3.586522719862422
increasing,0.247225224008665,0.296904785931593,0.145086604107798,0.139237076422683,0.1504422753672445,0.2734285978299689,0.138242733992158,0.1382039102930712,0.1397490868194995,0.737248266075111,0.631324772472669,0.1495697500015148,0.1436203609731504,0.1379430304579023,0.7501977372758046,0.5973286117031362
periodic,0.2412555347459479,0.044495393471101,0.0419784977315793,0.0386254750340805,0.0549428592134063,0.1870416211010049,0.0385075439483961,0.0384881573560033,0.0391804792223488,0.0587222025226571,0.0586163663104661,0.0848938530267325,0.0481537654801937,0.0386254750340805,0.059206374429894,0.0590911872145961
random,0.2003435992108307,0.1122168592532807,0.0676484905868688,0.0659021565950627,0.0692005774302678,0.2193547502282813,0.0651299522115581,0.0651574503470621,0.0669636721957283,0.0793508513566332,0.0794966637103603,0.0942542685260719,0.076084568436595,0.0659021565950627,0.0827251113672666,0.0824999662436588
