Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.0424046226756158,0.012792789479749,0.0010733303468388,0.0316760351462497,0.1368478242747973,0.0713008727612053,0.0006444110595677,0.0006525212825941,0.0013022883459712,0.0004864819854595,0.0005082305637602,0.0354661970826749,0.0367799396865484,0.0316760351462497,0.0309104956697039,0.030105457401468
increasing,0.0128253373949682,0.0184976959751583,0.0044171065166665,0.0040681132291484,0.0047492280843769,0.0156881275431675,0.0040102169568994,0.0040079648371685,0.0040980872278951,0.00400526288644,0.0040077369512313,0.0046942993028756,0.0043282792100592,0.0039928478937185,0.0040388349718758,0.0039746086945201
periodic,0.0582042330455532,0.0019798400401481,0.0017621942718002,0.0014919273216083,0.0030187177785441,0.0349845680240918,0.0014828309409376,0.0014813382566604,0.0015351099520929,0.0014784118475248,0.001479033040804,0.0072069662817244,0.0023187851299214,0.0014919273216083,0.0014903248794824,0.0014862788741318
random,0.0153440368762261,0.0048139869543506,0.0017494636039389,0.0016603052596975,0.0018306618319622,0.0183942793426546,0.0016216241715054,0.0016229937734498,0.0017142225890284,0.0016297249308997,0.0016350356296916,0.0033961803504765,0.0022130022390405,0.0016603052596975,0.0016393001394112,0.001655562480983
