Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
microservice4,0.0046147252924297,0.0031945776319409,0.0026520861054011,0.0025913122282966,0.0027011512208883,0.0027769402412574,0.002644884840125,0.0026544936814445,0.0029510596064454,0.002607155755886,0.0026666871828014,0.002477256130584,0.0024471349774421,0.0024779266160078,0.0032170604108643,0.0032184222079958
