Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,32626.02494562769,2327.638529274149,2360.066092447972,44594.20889831979,78565.80954041416,55725.2011314796,1537.7500538805018,196.59972375752776,6878.974651287416,10.434010348120124,15.154396696728506,35255.58086791909,38610.20741050864,44594.20889831979,44.05242390954877,43.90328319578409
increasing,8.054544658217742,12.10045927646445,3.5129018333466084,3.939956626047588,10.358958548953954,29.911192978695528,3.2657525974762938,3.263170216280757,3.935498155324214,3.3458994783781137,3.5657145719336323,7.927886866978224,6.385474242964255,3.939956626047588,4.494336593424954,4.463727504388246
periodic,100604.33517855805,8097.266687800024,4545.327990785367,3973.325852413113,30730.790594462705,126068.66486253942,4038.358069980944,4031.780616691904,3911.9693194532015,11.236854874356863,11.303781719814266,26098.489066965823,16869.31156757808,3753.469924075308,11.113557856383723,11.136937603173145
random,36.397540817363485,9.776046255433062,6.595948900428729,3973.325852413113,9.105741551668576,75.17026130333959,6.0053314967017455,6.017734914661975,6.371829742204536,6.043135937749606,6.068025624029139,18.45584024350375,7.9884387199261955,6.113406911937081,6.000394775450877,5.999972521611081
