Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
microservice1,0.3167149337173216,0.3401104701659115,0.18496567194537,0.5384714764780256,0.1764240657288221,0.6934907912813376,0.174443907682398,0.1737470980371299,0.170383228082891,0.246587203739915,0.246587203739915,0.2767801097630039,0.2355250991992558,0.5257082889612734,1.0086618419527067,0.9203372089713232
