Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
decreasing,0.3764168881067085,0.0502258958536391,0.0473320629524821,0.5141028479665147,1.0865623200923489,0.7221562679100446,0.025476316210025,0.0305066497414367,0.0793375577191298,0.0303077308353262,0.0323415464777098,0.4429301784678302,0.4452799045655835,0.5141028479665147,2.402679205681109,2.3550183382757903
increasing,0.2758027800026826,0.3665227224661144,0.1252492572142549,0.1445575022838044,0.3418501171636274,0.8610459228343424,0.1185291837598046,0.1185695988889984,0.1417268450256217,0.3521813968266803,0.2853545720348744,0.2565985819933634,0.2202448022303647,0.1445575022838044,0.9059087457654724,0.9042281318498792
periodic,1.0105839120625335,0.0452673057054066,0.0233681470082502,0.0206790551683697,0.0516203298684519,0.2371964788687055,0.0204935965936933,0.0204354392741984,0.0213333387868102,0.0227389100120517,0.0227472109751959,0.1976994910445501,0.0340798904943933,0.0204887491941914,0.0230410003086883,0.023022673817063
random,0.2242938293140443,0.059237030225578,0.0398656515168091,0.0206790551683697,0.0499769833429348,0.31031265755568,0.0358610054417416,0.0359213839291173,0.0381791390186691,0.0379812093766343,0.037998819379147,0.0812228834157517,0.0433661197507954,0.03636454510867,0.0383875305884616,0.0383156711053495
