,10,20,30,40,50,60
arima,0.2308009807543506,0.2308009807543506,0.2308009807543506,0.2308009807543506,0.2308009807543506,0.2308009807543506
lstm,0.047628355461016,0.0550098776175204,0.0457298517479984,0.0424376605539108,0.0534610781567244,0.0552591978173304
mlp,0.0350860675726851,0.0354704543846148,0.0355874438269876,0.035461059834346,0.0357534949276788,0.0357819747558279
rf,0.0363187899327217,0.0364306168117731,0.0367783996264225,0.0370285467066519,0.0368784746112542,0.0372683814365528
svr,0.0351963488279868,0.0351959430543742,0.0351320594855125,0.0351422962136461,0.0353499034468809,0.0353203252518472
xgboost,0.0364644116146518,0.0365283961441561,0.0382134299649931,0.0371472952428284,0.0389247078170812,0.0380770729935511
