,10,20,30,40,50,60
arima,0.1411502460528371,0.1411502460528371,0.1411502460528371,0.1411502460528371,0.1411502460528371,0.1411502460528371
lstm,0.1258153247475153,0.0679018880605581,0.1097578641839928,0.0746491325998304,0.0794605206635195,0.0756168715812699
mlp,0.0496179115403684,0.0475824479523504,0.0399642397430882,0.040058205137405,0.0381768230972583,0.0397482360171487
rf,0.0498449990020074,0.0437869308928627,0.0440582695005302,0.0444754704130515,0.0450663642318689,0.0515000846622919
svr,0.0480965954567786,0.0469964296194626,0.0393166404489735,0.0386951708099869,0.0437846142700495,0.0490522241129853
xgboost,0.0469754704853232,0.0475263132792115,0.0459714937543649,0.0441141399449947,0.0455813680598891,0.0457958691084618
