,10,20,30,40,50,60
arima,0.1211290176922793,0.1211290176922793,0.1211290176922793,0.1211290176922793,0.1211290176922793,0.1211290176922793
lstm,0.2085940283130612,0.1997541187891323,0.2092290688340156,0.204901963367876,0.2060695986485987,0.1883612273535875
mlp,0.2428384767256841,0.0767681184433594,0.0058043898377913,0.0113886579590313,0.0387456972941157,0.0038198654350164
rf,0.119752977719279,0.1178613361345332,0.1273733002521006,0.1147746418740959,0.1134588405908017,0.0969236271587921
svr,0.0200538251681171,0.001763220165774,0.0017905920443732,0.0043770851690878,0.0018744107947578,0.0029441497568235
xgboost,0.0795770874509237,0.0806747803986432,0.0811825733419185,0.0663612641522923,0.0794224444430435,0.0530386470900863
