,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
random,0.100792424917023,0.0995261967478091,0.0996488351824387,0.100598565170852,0.100598565170852,0.487890041551114,0.1196754132331283,0.4397299379306696,0.7323814918734247,0.7907422584159316
