,10,20,30,40,50,60
arima,0.1778124987450819,0.1778124987450819,0.1778124987450819,0.1778124987450819,0.1778124987450819,0.1778124987450819
lstm,0.2234225411318854,0.0365464448236662,0.111660022606867,0.1418989232075402,0.1174413345493848,0.1304808744204792
mlp,0.0536347137621097,0.1125927180715377,0.1307302865274942,0.0609564138590194,0.0434987958404526,0.0409710953966221
rf,0.3107280172658816,0.3133161979319342,0.3159164658838443,0.3246954406143617,0.2968624752672057,0.329292751559249
svr,0.0354410535425085,0.0567251859547822,0.0684810790097305,0.0493890611732419,0.0808824293251449,0.1113495129713631
xgboost,0.2866346646486091,0.2769145775972175,0.2769145775972175,0.2769145775972175,0.2769145775972175,0.2769145775972175
