,static_mean_homogeneous,static_median_homogeneous,dynamic_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heterogeneous,static_median_heterogeneous,dynamic_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
increasing,0.0040102169568994,0.0040079648371685,0.0040980872278951,0.00400526288644,0.0040077369512313,0.0046942993028756,0.0043282792100592,0.0039928478937185,0.0040388349718758,0.0039746086945201
