Workload,arima,lstm,mlp,rf,svr,xgboost,static_mean_homogeneous,static_median_homogeneous,dynamic_selection_homogeneous,dynamic_weighting_homogeneous,dynamic_weighting_with_selection_homogeneous,static_mean_heteregoneous,static_median_heterogeneous,dynamic_selection_heterogeneous,dynamic_weighting_heterogeneous,dynamic_weighting_with_selection_heterogeneous
microservice2,0.1402683079283583,0.0325670882279364,0.0242048590037709,0.1235247652066739,0.0200107892498619,0.1755018616350718,0.0200237492904576,0.0200540478497217,0.0192108777504471,0.0202670291016594,0.0202812916227049,0.0733817499991595,0.0717339495609805,0.0310159802960844,0.0405278744651933,0.0367515191760131
