,10,20,30,40,50,60
arima,0.0246554143363783,0.103836074805862,0.103836074805862,0.103836074805862,0.103836074805862,0.103836074805862
lstm,0.0232003447494059,0.0202957169826501,0.0214453548436907,0.0196688982245325,0.0196412972109617,0.0195711294613444
mlp,0.0202272397696777,0.0198429497490998,0.0196170729551433,0.0202547731287211,0.0197009950535534,0.020031974874913
rf,0.0319847336269711,0.0319862942652034,0.0320475336299153,0.0280198849249105,0.0281848174284571,0.0284108062193393
svr,0.0201457965333242,0.0196487279726735,0.0194860509994041,0.0194078955448313,0.019642173644478,0.0194842259873136
xgboost,0.0425060484300538,0.0497037030730298,0.0520729055817668,0.0527823170305722,0.0526837419635499,0.0544739511766863
